lead_LEADQUALIFYCATION,contact_Код ПВЗ,lead_Вес (грамм)*,lead_Объявленная ценность (руб),lead_будущие покупки,lead_Сумма наложенного платежа (руб),lead_ACTUAL-FORMAT,lead_responsible_user_id,lead_Тариф Доставки,lead_Линейная длина (см),lead_utm_content,lead_Дата создания сделки,contact_LTV,sale_date,lead_LTV,lead_FORMNAME,outcome_unknown,lead_loss_reason_id,lead_Дата получения денег на Р/С
,MSK963,840.0,,не известно,,,MGR_0001,Посылка склад-склад,,,,9520.0,2025-12-17,,,False,,
,MSK134,224.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1765400400.0,18982.0,2025-12-17,,,False,,1766955600.0
,,354.0,,не известно,,,MGR_0006,Посылка склад-дверь,,705165165_5680933201_17435241828_type1_desktop_www.yuga.ru_none_0_56064456900_Калуга,1766005200.0,9320.0,2025-12-18,,consult,False,,1767042000.0
,,1264.0,,не известно,,,MGR_0006,Посылка склад-дверь,,,1766005200.0,16652.0,2025-12-18,,,False,,1768165200.0
,GOD1,100.0,,подушка,,,MGR_0006,Посылка склад-склад,,705640924_5689451500_17478895646_type1_desktop_dzen.ru_none_0_205689451500_Nizhny Novgorod,1766005200.0,3080.0,2025-12-18,,order,False,,
,,1712.0,,не известно,,,MGR_0007,Посылка склад-дверь,,702829935_5631600992_17251695975_type1_desktop_ok.ru_none_0_205631600992_Калуга,1766005200.0,20028.0,2025-12-18,,consult,False,,1767042000.0
a,BRN6,1846.0,,не известно,,,MGR_0010,Посылка склад-склад,,705503330_5687235577_17467923067_type1_mobile_www.vidal.ru_none_0_205687235577_Барнаул,1766005200.0,,2025-12-18,,order_bak,False,,
,VLZ2,548.0,,не известно,,,MGR_0006,Посылка склад-склад,,,,8240.0,2025-12-18,,,False,,1768338000.0
,,1724.0,,не известно,,,MGR_0006,Посылка склад-дверь,,705626042_5689328587_17478040529_type1_mobile_www.rustore.ru_none_0_205689328587_Димитровград,1765918800.0,18910.0,2025-12-18,,artraid-dem,False,,1768338000.0
,KZN44,1054.0,,не известно,,,MGR_0010,Посылка склад-склад,,705462103_5686504334_17464419002_type1_mobile_yandex.ru_none_0_205686504334_Казань,1766005200.0,10415.0,2025-12-18,,artraid-dem,False,,1766955600.0
,APR1,638.0,,не известно,,,MGR_0006,Посылка склад-склад,,705473938_5686627596_17465599699_type1_mobile_com.oakever.tiletrip_none_0_205686627596_Moscow,1766005200.0,8000.0,2025-12-18,,artraid-dem,False,,1767042000.0
,KLM6,116.0,,не известно,,,MGR_0009,Посылка склад-склад,,,1766005200.0,,2025-12-18,,,False,,
,BRZ3,1790.0,,не известно,,,MGR_0006,Посылка склад-склад,,705509227_5687322921_17468392959_type1_mobile_com.vk.vkclient_none_0_205687322921_Berezniki,1765659600.0,18745.0,2025-12-18,,artraid-dem,False,,1768510800.0
,GLV4,690.0,,матрас,,,MGR_0006,Посылка склад-склад,,705564666_5688303130_17472729795_type1_desktop_base.garant.ru_none_0_205688303130_Glazov,1766005200.0,,2025-12-18,,order,False,,
,,,11850.0,не известно,11850.0,,MGR_0009,Посылка склад-склад,40.0,705742218_5690894713_17486993047_type1_desktop_yandex.ru_none_0_205690894713_Саратов,1766005200.0,,2025-12-18,,order,False,,
,,,2500.0,не известно,2500.0,,MGR_0003,Посылка склад-склад,30.0,115509254_5632603232_17256366549_type1_mobile_adme.media_none_0_205632603232_Новосибирск,1762549200.0,64295.0,2025-12-18,,,False,,
,,132.0,,не известно,,,MGR_0003,Посылка склад-дверь,,,1766005200.0,1930.0,2025-12-18,,,False,,1768165200.0
a,,,12000.0,сапоги,12000.0,,MGR_0003,Посылка склад-склад,30.0,705668324_5689704899_17480590166_type1_mobile_progorod43.ru_none_0_205689704899_Куртамыш,1766005200.0,,2025-12-18,,order_bak,False,,
,MSK1017,1378.0,,не известно,,,MGR_0009,Посылка склад-склад,,,1766005200.0,8095.0,2025-12-18,,,False,,1766955600.0
,MSK2352,132.0,,,,,MGR_0004,Посылка склад-склад,,,,27590.0,2025-12-18,18295.0,,False,,1767042000.0
,,,,не известно,,,MGR_0006,Почта Посылка,,704995802_5678634236_17420178939_type1_mobile_ria.ru_none_0_205678634236_Калуга,1766005200.0,,2025-12-18,,,False,,
,GLD21,472.0,,не известно,,,MGR_0009,Посылка склад-склад,,705561651_5688259715_17472325190_type1_desktop_dzen.ru_none_0_205688259715_Геленджик,1766005200.0,18292.0,2025-12-18,,order,False,,1768338000.0
,MSK2435,692.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1766005200.0,,2025-12-18,,,False,,
a,KST20,374.0,,капсула,,,MGR_0006,Посылка склад-склад,,704995802_5678634236_17420178939_type1_mobile_dzen.ru_none_0_205678634236_Кропоткин,1765573200.0,6090.0,2025-12-18,,order_bak,False,,
a,YEKB29,1820.0,,не известно,,,MGR_0003,Посылка склад-склад,,705626558_5689330225_17478052292_type1_mobile_m.dzen.ru_none_0_205689330225_Екатеринбург,1765918800.0,,2025-12-18,,order_bak,False,,
,NKHT1,692.0,,не известно,,,MGR_0006,Посылка склад-склад,,Неизвестно,1766005200.0,8079.0,2025-12-18,,,False,,1768165200.0
,,,5950.0,подушка,5950.0,,MGR_0010,Почта Посылка,30.0,705742218_5690894713_17486993046_type1_desktop_www.yandex.ru_none_0_205690894713_Сосновское сельское поселение,1766005200.0,13700.0,2025-12-18,,order,False,,
,,678.0,,не известно,,,MGR_0010,Посылка склад-дверь,,,1766005200.0,8580.0,2025-12-18,,,False,,1768770000.0
,MSK76,2208.0,,не известно,,,MGR_0006,Посылка склад-склад,,705700169_5690305758_17483345720_type1_mobile_m.dzen.ru_none_0_205690305758_Москва,1766005200.0,32891.0,2025-12-18,,consult,False,,1768251600.0
,MSK31,4048.0,,не известно,,,MGR_0006,Посылка склад-склад,,705165165_5680933201_17435241828_type1_mobile_dzen.ru_none_0_56064456891_Moscow,1766005200.0,,2025-12-18,,,False,,
,NKZ46,162.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1765659600.0,5330.0,2025-12-18,,,False,,1768424400.0
,LYS11,1054.0,,не известно,,,MGR_0010,Посылка склад-склад,,119815667_5570789902_16977882691_type1_mobile_dzen.ru_none_0_205570789902_Lysva,1766005200.0,,2025-12-18,,,False,,
,,,18700.0,не известно,18700.0,,MGR_0003,Посылка склад-склад,43.0,702467942_5626407374_17224743482_type1_desktop_dzen.ru_none_0_205626407374_Шуйское сельское поселение,1766005200.0,25760.0,2025-12-18,,,False,,
,BRK97,2170.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1766005200.0,23813.0,2025-12-18,,,False,,1768251600.0
,,684.0,,не известно,,,MGR_0003,Посылка склад-дверь,,,1766005200.0,8390.0,2025-12-18,,,False,,1766955600.0
,,394.0,,не известно,,,MGR_0003,Посылка склад-дверь,,701745533_5617607717_17370937600_type1_desktop_none_premium_1_205617607717_Санкт-Петербург,1763499600.0,14691.0,2025-12-18,,,False,,1768165200.0
,SHKHT7,714.0,,не известно,,,MGR_0010,Посылка склад-склад,,704995793_5678634052_17420178794_type1_mobile_news.ru_none_0_205678634052_Москва,1766005200.0,8140.0,2025-12-18,,,False,,1768338000.0
,YESN4,5306.0,,не известно,,,MGR_0003,Посылка склад-склад,,,,86042.0,2025-12-18,,,False,,
a,LPTS18,1384.0,,не известно,,,MGR_0006,Посылка склад-склад,,705617943_5689284002_17477545982_type1_mobile_m.dzen.ru_none_0_205689284002_Липецк,1765746000.0,15926.0,2025-12-18,,order_bak,False,,1767042000.0
,,2066.0,,не известно,,,MGR_0010,Посылка склад-дверь,,702467952_5626407414_17224744124_type1_mobile_com.bigc.numlink.number.match_none_0_205626407414_Moscow,1766005200.0,18730.0,2025-12-18,,,False,,1768165200.0
,,3450.0,,не известно,,,MGR_0006,Посылка склад-дверь,,705626042_5689328587_17478040527_type1_mobile_ru.ria.ria_none_0_205689328587_Simferopol,1766005200.0,,2025-12-18,,artraid-dem,False,,
,VTG1,1034.0,,матрас,,,MGR_0003,Посылка склад-склад,,,1766005200.0,12281.0,2025-12-18,,,False,,1768251600.0
,,,21155.0,матрас,21155.0,,MGR_0023,Почта Посылка,31.0,705617781_5689283408_17477537010_type1_desktop_dzen.ru_none_0_205689283408_Елизово,1766091600.0,21155.0,2025-12-19,,order,False,,
,,,34411.0,не известно,34411.0,,MGR_0006,Почта Посылка,31.0,705742213_5690894693_17486992937_type1_mobile_www.ixbt.com_none_0_205690894693_Спасский район,1766005200.0,34411.0,2025-12-19,,order,False,,
,,,8255.0,не известно,8255.0,,MGR_0023,Почта Посылка,40.0,,1766091600.0,,2025-12-19,,,False,,
,CHEL33,838.0,,матрас,,,MGR_0006,Посылка склад-склад,,,1766091600.0,10085.0,2025-12-19,,,False,,1768251600.0
,OSK6,1422.0,,не известно,,,MGR_0023,Посылка склад-склад,,705510528_5687335106_17468494366_type1_desktop_dzen.ru_none_0_205687335106_Ural Federal District,1766091600.0,,2025-12-19,,order_bak,False,,
,YEKB80,1604.0,,не известно,,,MGR_0023,Посылка склад-склад,,,,4500.0,2025-12-19,4500.0,,False,,
a,,1718.0,,не известно,,,MGR_0006,Посылка склад-дверь,,705549532_5688016463_17471130488_type1_mobile_m.dzen.ru_none_0_205688016463_Магнитогорск,1766091600.0,18990.0,2025-12-19,,order_bak,False,,1768165200.0
,SPB151,1120.0,,не известно,,,MGR_0009,Посылка склад-склад,40.0,705007398_5678722718_17421059850_type1_mobile_none_premium_1_205678722718_Санкт-Петербург,1765918800.0,9986.0,2025-12-19,,,False,,
,PRM201,4084.0,,не известно,,,MGR_0003,Посылка склад-склад,,Неизвестно,,126394.0,2025-12-19,,,False,,1768424400.0
a,,1720.0,,не известно,,,MGR_0023,Посылка склад-дверь,,705668209_5689704183_17480582840_type1_mobile_cher-poisk.ru_none_0_205689704183_Ярцево,1766091600.0,18655.0,2025-12-19,,order_bak,False,,1769029200.0
,CHEL39,140.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1766091600.0,76425.0,2025-12-19,,,False,,1768251600.0
,SPB1164,694.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1765141200.0,7990.0,2025-12-19,,consult,False,,1768338000.0
,ZLT3,718.0,,не известно,,,MGR_0023,Посылка склад-склад,,702279529_5624026357_17208633173_type1_tablet_www.m.njcar.ru_none_0_205624026357_Sayansk,1766091600.0,8130.0,2025-12-19,,order_bak,False,,1768251600.0
,TLT24,270.0,,не известно,,,MGR_0006,Посылка склад-склад,,702467942_5626407374_17224743482_type1_desktop_dzen.ru_none_0_205626407374_Almetyevsk,1766091600.0,7451.0,2025-12-19,,,False,,1768165200.0
,GLD5,720.0,,не известно,,,MGR_0023,Посылка склад-склад,,704995802_5678634236_17420178939_type1_mobile_m.dzen.ru_none_0_205678634236_Геленджик,1766091600.0,8040.0,2025-12-19,,,False,,1768770000.0
,FDS7,708.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1766091600.0,,2025-12-19,,,False,,
,SBZH2,4148.0,,не известно,,,MGR_0006,Посылка склад-склад,,705741958_5690890634_17486966172_type1_mobile_www.supersadovnik.ru_none_0_205690890634_Saint Petersburg,1766091600.0,32640.0,2025-12-19,,artraid-dem,False,,1768424400.0
,MSK2506,2634.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1766091600.0,44075.0,2025-12-19,,,False,,
,YEKB60,1458.0,,не известно,,,MGR_0010,Посылка склад-склад,,705617781_5689283408_17477537010_type1_mobile_dzen.ru_none_0_205689283408_Yekaterinburg,1766091600.0,14280.0,2025-12-19,,order,False,,1768251600.0
,,,8170.0,не известно,8170.0,,MGR_0006,Почта Посылка,40.0,702829935_5631600992_17251638154_type1_mobile_m.dzen.ru_none_0_205631600992_Новосибирск,1766091600.0,8170.0,2025-12-19,,consult,False,,
a,TOM4,4072.0,,не известно,,,MGR_0006,Посылка склад-склад,,705578395_5688516886_17473912191_type1_mobile_com.edadeal.android_none_0_205688516886_Томск,1766091600.0,33204.0,2025-12-19,,order_bak,False,,1768770000.0
a,MSK285,458.0,,не известно,,,MGR_0023,Посылка склад-склад,,705665528_5689689310_17480474466_type1_mobile_m.dzen.ru_none_0_205689689310_Красногорск,1766091600.0,,2025-12-19,,consult,False,,
,,,8170.0,не известно,8170.0,,MGR_0006,Почта Посылка,40.0,,1766091600.0,8170.0,2025-12-19,,,False,,
,ASK2,690.0,,не известно,,,MGR_0023,Посылка склад-склад,,705483886_5686778971_17466316111_type1_mobile_dzen.ru_none_0_205686778971_Askiz,1766091600.0,,2025-12-19,,artraid-dem,False,,
,,368.0,,не известно,,,MGR_0006,Посылка склад-дверь,,705462132_5686504988_17464420306_type1_mobile_dzen.ru_none_0_205686504988_Zhavoronkovskoye rural settlement,1765141200.0,9365.0,2025-12-19,,artraid-dem,False,,1768251600.0
,VLG148,1428.0,,не известно,,,MGR_0006,Посылка склад-склад,,705640924_5689451500_17478895643_type1_mobile_www.vidal.ru_none_0_205689451500_Волгоград,1766005200.0,29889.0,2025-12-19,,order,False,,1769720400.0
,CHKS11,1240.0,,не известно,,,MGR_0023,Посылка склад-склад,,Неизвестно,1766091600.0,18330.0,2025-12-19,,,False,,1768338000.0
,,,16080.0,не известно,16080.0,,MGR_0010,Почта Посылка,43.0,705165165_5680933201_17435241841_type1_mobile_s30539631353.mirtesen.ru_none_0_56064456892_Чусовой,1766091600.0,16080.0,2025-12-19,,consult,False,,
,,,18260.0,не известно,18260.0,,MGR_0023,Почта Посылка,21.0,705561651_5688259715_17472325190_type1_mobile_namaz-24.ru_none_0_205688259715_Уфа,1766091600.0,18260.0,2025-12-19,,order,False,,
,,1706.0,,не известно,,,MGR_0006,Посылка склад-дверь,,,,15127.0,2025-12-19,,,False,,1768770000.0
,,1370.0,,не известно,,,MGR_0006,Посылка склад-дверь,,702103466_5621792100_17194334912_type1_mobile_www.moneytimes.ru_none_0_205621792100_Москва,1766005200.0,16151.0,2025-12-19,,order_bak,False,,1768165200.0
,,,13750.0,не известно,13750.0,,MGR_0006,Посылка склад-склад,21.0,705640920_5689451493_17478895613_type1_mobile_yandex.ru_none_0_205689451493_Нюрдор-Котьинское сельское поселение,1766091600.0,31500.0,2025-12-19,,order,False,,
,BRN29,690.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1766091600.0,,2025-12-19,,,False,,
a,MSK388,694.0,,не известно,,,MGR_0003,Посылка склад-склад,,705503330_5687235577_17467923067_type1_mobile_www.vidal.ru_none_0_205687235577_Москва,1766091600.0,,2025-12-19,,consult,False,,
,SAS1,730.0,,не известно,,,MGR_0023,Посылка склад-склад,,,,23670.0,2025-12-19,14260.0,,False,,1768770000.0
,KAN6,2406.0,,матрас,,,MGR_0023,Посылка склад-склад,,,1765832400.0,32090.0,2025-12-19,,,False,,1768770000.0
,MED8,1750.0,,матрас,,,MGR_0003,Посылка склад-склад,,702467942_5626407374_17224743482_type1_desktop_dzen.ru_none_0_205626407374_Medvezhyegorsk,1765746000.0,,2025-12-19,,,False,,
,PTG8,10025.0,,одеяло,,,MGR_0003,Посылка склад-склад,,,,115679.0,2025-12-19,,,False,,
,MSK590,236.0,,не известно,,,MGR_0001,Посылка склад-склад,,,,72983.0,2025-12-19,56920.0,,False,,1768424400.0
,ULN14,696.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1766091600.0,8010.0,2025-12-20,,,False,,1768338000.0
,SPB139,694.0,,не известно,,,MGR_0023,Посылка склад-склад,,705473943_5686627630_17465599900_type1_mobile_www.ixbt.com_none_0_205686627630_Санкт-Петербург,1766178000.0,13640.0,2025-12-20,,artraid-dem,False,,1768251600.0
,VLK29,1288.0,,не известно,,,MGR_0001,Посылка склад-склад,,,1766178000.0,18420.0,2025-12-20,,,False,,1768856400.0
,KRS3,226.0,,не известно,,,MGR_0009,Посылка склад-склад,,705640924_5689451500_17478895643_type1_desktop_dzen.ru_none_0_205689451500_Курск,1766178000.0,4630.0,2025-12-20,,order,False,,1768338000.0
,,1382.0,,не известно,,,MGR_0001,Посылка склад-дверь,,705510528_5687335106_17468494366_type1_mobile_akniga.org_none_0_205687335106_Blagoveshchensk,1766178000.0,15090.0,2025-12-20,,order_bak,False,,1768770000.0
,,,10615.0,не известно,10615.0,,MGR_0023,Почта Посылка,23.0,,,13915.0,2025-12-20,3300.0,,False,,
,,,25320.0,не известно,25320.0,,MGR_0023,Почта Посылка,31.0,705578812_5688520433_17473928288_type1_desktop_yandex.ru_none_0_205688520433_Южно-Сахалинск,1766178000.0,,2025-12-20,,order,False,,
,NTG11,2860.0,,не известно,,,MGR_0001,Посылка склад-склад,,702829935_5631600992_17251696087_type1_desktop_none_premium_1_205631600992_Байкалово,1766178000.0,64265.0,2025-12-20,,consult,False,,1768510800.0
,VLK88,204.0,,не известно,,,MGR_0007,Посылка склад-склад,,,1766178000.0,12616.0,2025-12-20,,,False,,
,ACHN5,1692.0,,не известно,,,MGR_0009,Посылка склад-склад,,705578812_5688520433_17473928288_type1_desktop_yandex.ru_none_0_205688520433_Красноярск,1766178000.0,19980.0,2025-12-20,,order,False,,1768770000.0
,SPB295,1370.0,,не известно,,,MGR_0007,Посылка склад-склад,,702829935_5631600992_17251696026_type1_mobile_none_premium_1_205631600992_Санкт-Петербург,1766178000.0,23403.0,2025-12-20,,consult,False,,
a,PRM21,1350.0,,не известно,,,MGR_0023,Посылка склад-склад,,705546285_5687949484_17470918589_type1_desktop_dzen.ru_none_0_205687949484_Пермь,1766178000.0,,2025-12-20,,order_bak,False,,
,,,8460.0,не известно,8460.0,,MGR_0001,Почта Посылка,40.0,702467942_5626407374_17224743482_type1_mobile_dzen.ru_none_0_205626407374_Moscow,1766178000.0,8460.0,2025-12-20,,,False,,
,KUSHCH2,1202.0,,не известно,,,MGR_0009,Посылка склад-склад,,705578812_5688520433_17473928288_type1_mobile_ru.zen.android_none_0_205688520433_Kushevskaya,1766178000.0,13630.0,2025-12-20,,order,False,,1768424400.0
,KLD10,690.0,,матрас,,,MGR_0005,Посылка склад-склад,,705473943_5686627630_17465599900_type1_mobile_ru.yandex.weatherplugin_none_0_205686627630_Kaliningrad,1766178000.0,8471.0,2025-12-20,,artraid-dem,False,,
,"452472, Российская Федерация, Респ Башкортостан, р-н Бирский, с Березовка, ул Советская, д. 18, кв. 1",,32050.0,не известно,32050.0,,MGR_0007,Почта Посылка 1 класса,31.0,,1766178000.0,32050.0,2025-12-20,,,False,,
,MSK647,694.0,,не известно,,,MGR_0023,Посылка склад-склад,,705458784_5686459408_17464146858_type1_mobile_izvmor.ru_none_0_205686459408_Москва,1766178000.0,7990.0,2025-12-20,,artraid-dem,False,,1768251600.0
,NN38,900.0,,одеяло,,,MGR_0001,Посылка склад-склад,,,,165953.0,2025-12-20,155253.0,,False,,1768424400.0
,KHAB27,1516.0,,жилет,,,MGR_0001,Посылка склад-склад,,,1766178000.0,,2025-12-20,,,False,,
a,NSK17,1112.0,,не известно,,,MGR_0023,Посылка склад-склад,,705617943_5689284008_17477545998_type1_desktop_yandex.ru_none_0_205689284008_Новосибирск,1766178000.0,22565.0,2025-12-20,,order_bak,False,,1768770000.0
,MSK2419,692.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1766091600.0,7985.0,2025-12-20,,,False,,1768251600.0
,SPB151,1422.0,,не известно,,,MGR_0023,Посылка склад-склад,,705473938_5686627596_17465599699_type1_mobile_m.dzen.ru_none_0_205686627596_Санкт-Петербург,1766178000.0,15730.0,2025-12-20,,artraid-dem,False,,1768510800.0
,DMD12,1344.0,,матрас,,,MGR_0005,Посылка склад-склад,,705007398_5678722719_17421059852_type1_mobile_none_premium_1_56028878530_Домодедово,1766178000.0,14243.0,2025-12-20,,,False,,1768770000.0
,SEV4,1120.0,,не известно,,,MGR_0009,Посылка склад-склад,,,,14180.0,2025-12-20,,,False,,1768424400.0
a,,1382.0,,не известно,,,MGR_0023,Посылка склад-дверь,,705668324_5689704899_17480590167_type1_mobile_yandex.ru_none_0_205689704899_Москва,1766178000.0,14500.0,2025-12-20,,order_bak,False,,1768251600.0
,BOL12,2100.0,,не известно,,,MGR_0023,Посылка склад-склад,,,,81094.0,2025-12-20,43661.0,,False,,
,TOM74,1096.0,,не известно,,,MGR_0003,Посылка склад-склад,,701745533_5617607717_17161722263_type1_mobile_www.rlsnet.ru_none_0_205617607717_Томск,1765918800.0,12750.0,2025-12-20,,consult,False,,1768424400.0
,SPB109,352.0,,не известно,,,MGR_0007,Посылка склад-склад,,705493066_5686958978_17467132074_type1_mobile_uznayvse.ru_none_0_205686958978_Санкт-Петербург,1766178000.0,10065.0,2025-12-20,,artraid-dem,False,,1768424400.0
,NN11,,15025.0,не известно,15025.0,,MGR_0023,Почта Посылка,43.0,705007398_5678722719_17421059854_type1_desktop_none_premium_1_205678722719_Нижний Новгород,1766178000.0,20416.0,2025-12-20,,,False,,
,RND37,1678.0,,не известно,,,MGR_0023,Посылка склад-склад,,705617939_5689283979_17477545875_type1_tablet_com.playkot.adventure_none_0_205689283979_Rostov-na-Donu,1766178000.0,18385.0,2025-12-20,,artraid-dem,False,,1768424400.0
,VRN147,1346.0,,не известно,,,MGR_0023,Посылка склад-склад,,704995802_5678634236_17420178939_type1_tablet_www.vidal.ru_none_0_205678634236_Воронеж,,,2025-12-20,,,False,,
,UFA20,,,унив повязка,,,MGR_0005,Посылка склад-склад,,701745533_5617607717_17161722301_type1_desktop_none_premium_1_55171824255_Уфа,1766178000.0,10561.0,2025-12-20,,consult,False,,
,,1372.0,,не известно,,,MGR_0007,Посылка склад-дверь,,705473943_5686627630_17465599900_type1_mobile_progoroduhta.ru_none_0_205686627630_Бийск,1766178000.0,14823.0,2025-12-20,,artraid-dem,False,,1768424400.0
,BRZH2,1788.0,,не известно,,,MGR_0001,Посылка склад-склад,,705742218_5690894713_17486993045_type1_mobile_www.kody.su_none_0_205690894713_Birobidgan,1766178000.0,42551.0,2025-12-20,,order,False,,1768770000.0
,SAL2,4230.0,,не известно,,,MGR_0007,Посылка склад-дверь,,,,63524.0,2025-12-20,34071.0,,False,,
a,SPB334,1618.0,,не известно,,,MGR_0001,Посылка склад-склад,,705550136_5688026319_17471187774_type1_mobile_www.kp.ru_none_0_205688026319_Санкт-Петербург,1765832400.0,,2025-12-20,,order_bak,False,,
,PPK10,908.0,,не известно,,,MGR_0005,Экономичная посылка склад-склад,,,,99563.0,2025-12-20,56733.0,,False,,1770757200.0
,,840.0,,не известно,,,MGR_0001,Посылка склад-склад,,705741955_5690890627_17486965980_type1_desktop_dzen.ru_none_0_205690890627_Москва,1766178000.0,,2025-12-20,,artraid-dem,False,,1768338000.0
,BRN36,690.0,,не известно,,,MGR_0007,Посылка склад-склад,,,1766178000.0,8250.0,2025-12-20,,artraid-dem,False,,1768424400.0
,,2068.0,,матрас,,,MGR_0005,Посылка склад-дверь,,705617940_5689283980_17477545883_type1_mobile_news.ru_none_0_205689283980_Ступино,1766178000.0,18703.0,2025-12-20,,artraid-dem,False,,1768251600.0
,,616.0,,сапоги,,,MGR_0005,Посылка склад-дверь,,704995793_5678634052_17420178794_type1_desktop_ya.ru_none_0_205678634052_Орёл,,5685.0,2025-12-20,,,False,,1768424400.0
,USO6,612.0,,не известно,,,MGR_0009,Посылка склад-склад,,119815667_5570789902_16977882690_type1_desktop_yandex.ru_none_0_205570789902_Красноярск,,19643.0,2025-12-20,,,False,,1768770000.0
,SPB168,204.0,,не известно,,,MGR_0007,Посылка склад-склад,,705483886_5686778971_17466316112_type1_mobile_kubnews.ru_none_0_205686778971_Санкт-Петербург,1766178000.0,5200.0,2025-12-20,,artraid-dem,False,,1768424400.0
,IZHV27,1424.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1766178000.0,15750.0,2025-12-20,,,False,,1768424400.0
a,SMF37,680.0,,не известно,,,MGR_0023,Посылка склад-склад,,705550122_5688026280_17471187114_type1_mobile_tv.yandex.ru_none_0_205688026280_Симферополь,1766178000.0,8165.0,2025-12-20,,order_bak,False,,1768424400.0
,,,14210.0,не известно,14210.0,,MGR_0009,Посылка склад-склад,43.0,705510528_5687335106_17468494366_type1_desktop_mail.rambler.ru_none_0_205687335106_Mayskiy,1766178000.0,14210.0,2025-12-20,,order_bak,False,,
,KRL3,2314.0,,не известно,,,MGR_0005,Посылка склад-склад,,Неизвестно,1766178000.0,37505.0,2025-12-20,,,False,,1768338000.0
,KSK3,1116.0,,не известно,,,MGR_0009,Посылка склад-склад,,705741965_5690890647_17486966321_type1_mobile_www.yuga.ru_none_0_205690890647_Красноярск,1766178000.0,14520.0,2025-12-20,,artraid-dem,False,,1768770000.0
,CHRK13,644.0,,не известно,,,MGR_0001,Посылка склад-склад,,702103466_5621792100_17194334912_type1_mobile_ru.ok.android_none_0_205621792100_Cherkessk,1766178000.0,9185.0,2025-12-20,,order_bak,False,,1768424400.0
a,,,16260.0,не известно,16260.0,,MGR_0001,Почта Посылка,43.0,705546285_5687949484_17470918589_type1_mobile_com.sanvga.security.pejur_none_0_205687949484_Sakmarsky District,1766178000.0,,2025-12-20,,order_bak,False,,
,KRV13,2246.0,,не известно,,,MGR_0023,Посылка склад-склад,,702467942_5626407374_17224743482_type1_desktop_dzen.ru_none_0_205626407374_Ufa,,168817.0,2025-12-20,49067.0,,False,,
,PRM9,1460.0,,не известно,,,MGR_0001,Посылка склад-склад,,,1766178000.0,16470.0,2025-12-20,,,False,,1768424400.0
,,694.0,,не известно,,,MGR_0009,Посылка склад-дверь,,705462132_5686504988_17464420306_type1_mobile_m.sport-express.ru_none_0_205686504988_Novosibirsk,1766264400.0,8630.0,2025-12-21,,artraid-dem,False,,1768770000.0
a,KIR12,1406.0,,не известно,,,MGR_0001,Посылка склад-склад,,705508818_5687305177_17468349468_type1_mobile_sterlegrad.ru_none_0_205687305177_Иркутск,1766264400.0,16460.0,2025-12-21,,order_bak,False,,1769115600.0
,ALT2,3548.0,,не известно,,,MGR_0005,Посылка склад-склад,,,1766264400.0,20020.0,2025-12-21,,,False,,
a,SAM47,146.0,,не известно,,,MGR_0009,Посылка склад-склад,,,1766264400.0,,2025-12-21,,error,False,,
,APR2,1370.0,,не известно,,,MGR_0009,Посылка склад-склад,,702829935_5631609198_17251696321_type1_mobile_none_premium_1_205631609198_Апрелевка,1766264400.0,14442.0,2025-12-21,,consult,False,,1768251600.0
a,TIM1,1432.0,,не известно,,,MGR_0001,Посылка склад-склад,,705549532_5688016463_17471130488_type1_mobile_www.gismeteo.ru_none_0_205688016463_Краснодарский край,1766264400.0,,2025-12-21,,order_bak,False,,
,GLD18,496.0,,не известно,,,MGR_0007,Посылка склад-склад,,704861139_5677194334_17407456977_type1_mobile_m.dzen.ru_none_0_205677194334_Геленджик,1763672400.0,11910.0,2025-12-21,,order,False,,1768510800.0
,RBC2,142.0,,не известно,,,MGR_0007,Посылка склад-склад,,,,14205.0,2025-12-21,,,False,,1768510800.0
,KAL2,692.0,,не известно,,,MGR_0001,Посылка склад-склад,,,1766264400.0,8150.0,2025-12-21,,,False,,1768338000.0
a,MSK2584,1376.0,,не известно,,,MGR_0007,Посылка склад-склад,,705626765_5689332450_17478071804_type1_mobile_yandex.ru_none_0_205689332450_Москва,1766264400.0,14277.0,2025-12-21,,consult,False,,1768338000.0
a,,1750.0,,не известно,,,MGR_0005,Посылка склад-дверь,,705550122_5688026280_17471187112_type1_desktop_yandex.ru_none_0_205688026280_Развилка,1766264400.0,118457.0,2025-12-21,,order_bak,False,,1768165200.0
,NKZ10,578.0,,унив повязка,,,MGR_0005,Посылка склад-склад,,705640924_5689451500_17478895643_type1_mobile_txnews.ru_none_0_205689451500_Novokuznetsk,1766264400.0,6500.0,2025-12-21,,order,False,,1768770000.0
