lead_Ширина,lead_Линейная высота (см),lead_Линейная высота (см)__was_missing,lead_Вид оплаты,returned_ts,returned_ts__is_present,lead_Служба доставки,lead_Компания Отправитель,lead_Ответственный за доставку,lead_is_deleted,lead_WIDTH,lead_Почтовый индекс,lead_group_id,lead_Масса (гр),lead_closed_at,contact_created_at,lead_utm_medium,lead_Категория и варианты выбора,received_ts,lead_Модель телефона,lead_id
30.0,11.0,0,оплата онлайн,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,1476.0,1765886902.0,1765874344,,S,1765886532.0,Смартфон,LEAD_1485
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766476181.0,1745912742,,S,1765611022.0,Смартфон,LEAD_1487
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766476190.0,1738990327,,S,1765545761.0,Смартфон,LEAD_0034
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1766557726.0,1765194350,,D,1765780887.0,Смартфон,LEAD_1489
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,400121.0,700242,,1766476180.0,1765199744,,S,1765526753.0,Смартфон,LEAD_1490
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766476178.0,1757688917,cpc,S,1765535183.0,Не удалось узнать,LEAD_1491
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1766476174.0,1765203313,cpc,I,1765712812.0,Смартфон,LEAD_1492
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,660046.0,0,,1767523567.0,1765203455,cpc,D,1765975104.0,Не удалось узнать,LEAD_1493
31.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768565004,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1770729111.0,1765208360,cpc,S,,Смартфон,LEAD_1495
30.0,3.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,190.0,1765979359.0,1763573922,,S,1765979359.0,Смартфон,LEAD_1434
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1767524463.0,1762921315,cpc,S,1766051200.0,Не удалось узнать,LEAD_1494
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766476189.0,1750234194,,S,1765622114.0,Смартфон,LEAD_0190
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766557727.0,1759747446,,S,1765800847.0,Не удалось узнать,LEAD_0157
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1766476177.0,1765225953,,I,1765632082.0,Смартфон,LEAD_1498
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1766557725.0,1765258579,cpc,S,1765775557.0,Не удалось узнать,LEAD_1499
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1767524461.0,1765259693,cpc,S,1766041880.0,Не удалось узнать,LEAD_1500
35.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766644841.0,1765213335,cpc,S,1765880981.0,Не удалось узнать,LEAD_1497
31.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,546538,,1766557719.0,1763382282,cpc,S,1765788611.0,Не удалось узнать,LEAD_1501
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766476169.0,1765165108,cpc,S,1765700746.0,Не удалось узнать,LEAD_1475
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.766562804,1,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,0,,1770729111.0,1765265893,,D,,Не удалось узнать,LEAD_1502
30.0,12.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,0,1238.0,1766582614.0,1765265958,,D,1766235758.0,Не удалось узнать,LEAD_1503
32.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766476168.0,1763458523,cpc,S,1765634095.0,Не удалось узнать,LEAD_1488
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1767523565.0,1765274233,cpc,D,1765962349.0,Не удалось узнать,LEAD_1506
30.0,4.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,234.0,1767524129.0,1765276283,cpc,S,1767004408.0,Не удалось узнать,LEAD_1507
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1768395823.0,1765277293,cpc,I,1766648670.0,Не удалось узнать,LEAD_1509
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766476166.0,1765278874,,S,1765697155.0,Не удалось узнать,LEAD_1511
30.0,6.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,376.0,1765979455.0,1765267630,,S,1765899327.0,Не удалось узнать,LEAD_1504
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766557715.0,1734025879,cpc,S,1765785318.0,Не удалось узнать,LEAD_1512
32.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766476171.0,1763372379,cpc,S,1765620566.0,Не удалось узнать,LEAD_0930
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766476163.0,1715865200,,S,1765552899.0,Не удалось узнать,LEAD_1515
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768565064,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1770729111.0,1765286190,cpc,I,,Не удалось узнать,LEAD_1513
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766557721.0,1765133471,cpc,S,1765798394.0,Не удалось узнать,LEAD_1472
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766476164.0,1765292992,,S,1765620531.0,Не удалось узнать,LEAD_1518
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766644840.0,1765901618,cpc,S,1765885527.0,Не удалось узнать,LEAD_1517
30.0,5.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,392.0,1766672668.0,1755081056,cpc,S,1766574518.0,Не удалось узнать,LEAD_1514
32.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766476172.0,1711433660,,S,1765542660.0,Не удалось узнать,LEAD_0005
31.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768565067,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1770729111.0,1765296105,cpc,S,,Смартфон,LEAD_1519
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1767523561.0,1765339006,cpc,I,1765962452.0,Смартфон,LEAD_1523
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1766476153.0,1748535727,cpc,C,1765545894.0,Не удалось узнать,LEAD_1521
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766557710.0,1765340324,,I,1765787056.0,Смартфон,LEAD_1524
30.0,6.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700246,402.0,1766582689.0,1753699010,Неизвестно,I,1766492323.0,Не удалось узнать,LEAD_1279
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766644828.0,1765351348,,I,1765882522.0,Не удалось узнать,LEAD_1528
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768461059,1,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1770729112.0,1763370077,cpc,I,,Смартфон,LEAD_1529
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700246,,1766476161.0,1760559299,,C,1765555251.0,Смартфон,LEAD_0911
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1767523559.0,1763011270,cpc,Нет категории,1765975455.0,Не удалось узнать,LEAD_1522
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766476151.0,1765355831,cpc,I,1765705463.0,Смартфон,LEAD_1530
35.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1768395080.0,1761050964,cpc,S,1766470661.0,Смартфон,LEAD_1526
30.0,10.0,0,наложенный платеж,1970-01-01 00:00:01.770119011,1,Почта,ООО ТехПродЗдрав,,False,,,700246,1396.0,1770729088.0,1763120282,,S,,Смартфон,LEAD_0793
31.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1766557709.0,1754744992,cpc,I,1765792031.0,Смартфон,LEAD_1533
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1767524458.0,1765363773,,S,1766054349.0,Не удалось узнать,LEAD_1534
27.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1767524459.0,1769780811,cpc,S,1766044011.0,Смартфон,LEAD_0901
32.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1766476150.0,1765366841,cpc,I,1765721309.0,Не удалось узнать,LEAD_1535
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766644822.0,1765378539,cpc,I,1765883409.0,Не удалось узнать,LEAD_1538
30.0,4.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,286.0,1770305541.0,1765370308,cpc,S,1766580114.0,Не удалось узнать,LEAD_1536
31.0,9.0,1,оплата онлайн,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1765714048.0,1765290583,,S,1765713642.0,Смартфон,LEAD_1516
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766476155.0,1765276853,cpc,S,1765551523.0,Смартфон,LEAD_1508
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1766476157.0,1741182347,Неизвестно,S,1765699842.0,Смартфон,LEAD_1541
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1767945595.0,1765352811,cpc,S,1766396139.0,Смартфон,LEAD_1546
31.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1767523558.0,1765341524,cpc,I,1765944937.0,Смартфон,LEAD_1525
30.0,5.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,576.0,1766063269.0,1765432194,,S,1765985735.0,Смартфон,LEAD_1548
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1766557713.0,1749102911,cpc,S,1765803360.0,Смартфон,LEAD_1543
21.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768461079,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1770729112.0,1755412435,cpc,I,,Смартфон,LEAD_1549
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1768395079.0,1763792960,,D,1766458987.0,Смартфон,LEAD_1474
35.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1766644819.0,1757602775,cpc,D,1765880814.0,Кнопочный,LEAD_1544
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1767943235.0,1750567756,,S,1766304081.0,Смартфон,LEAD_1552
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1767943237.0,1765437998,,D,1766151480.0,Смартфон,LEAD_1553
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1768395533.0,1751087652,cpc,I,1766536753.0,Смартфон,LEAD_1545
30.0,13.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700246,1810.0,1767017491.0,1765431313,cpc,S,1766751491.0,Смартфон,LEAD_1547
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1767523552.0,1765441514,cpc,S,1765965335.0,Не удалось узнать,LEAD_1554
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1767523554.0,1765441631,cpc,I,1765975321.0,Смартфон,LEAD_1555
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768565040,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1770729112.0,1765443312,cpc,S,,Смартфон,LEAD_1557
30.0,9.0,1,оплата на карту,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1765966892.0,1765378500,,S,1765966540.0,Смартфон,LEAD_1539
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766557705.0,1765444124,cpc,I,1765786645.0,Смартфон,LEAD_1558
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1766644808.0,1765441903,cpc,S,1765899403.0,Не удалось узнать,LEAD_1556
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1767523551.0,1700211429,,S,1765957321.0,Смартфон,LEAD_1560
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1767523548.0,1764747900,Неизвестно,S,1765955515.0,Смартфон,LEAD_1561
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1768545734.0,1765350917,cpc,S,1766721891.0,Смартфон,LEAD_1527
30.0,9.0,1,наложенный платеж,,0,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,700242,,1766644817.0,1765452892,cpc,S,1765882344.0,Смартфон,LEAD_1551
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766557706.0,1765454334,,S,1765810348.0,Смартфон,LEAD_1562
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1767523547.0,1765458007,cpc,I,1765970837.0,Смартфон,LEAD_1563
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1767523555.0,1763355637,,S,1765965676.0,Смартфон,LEAD_1291
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768565007,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1770729112.0,1765459066,cpc,S,,Смартфон,LEAD_1565
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766644797.0,1765460526,,S,1765876901.0,Смартфон,LEAD_1566
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766644791.0,1765461528,cpc,S,1765869279.0,Кнопочный,LEAD_1568
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1766557699.0,1748874037,,I,1765801026.0,Кнопочный,LEAD_1570
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1768808426.0,1765460883,,S,1767696659.0,Смартфон,LEAD_1567
30.0,7.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,354.0,1768572084.0,1765463065,cpc,Нет категории,1768475186.0,Смартфон,LEAD_1571
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768565098,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1770729112.0,1745249947,cpc,S,,Смартфон,LEAD_1569
30.0,13.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700246,1944.0,1767017551.0,1759955369,,I,1766770483.0,Кнопочный,LEAD_0122
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700246,,1766557702.0,1765466079,,S,1765801347.0,Смартфон,LEAD_1572
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766557700.0,1765468429,cpc,I,1765800501.0,Смартфон,LEAD_1573
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766557703.0,1765459048,cpc,C,1765793798.0,Не удалось узнать,LEAD_1564
30.0,12.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,1308.0,1766672696.0,1765474509,,I,1766582262.0,Не удалось узнать,LEAD_1577
30.0,18.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,2402.0,1766408612.0,1765511835,cpc,S,1766224318.0,Смартфон,LEAD_1583
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766644790.0,1765474053,,S,1765873060.0,Не удалось узнать,LEAD_1575
30.0,8.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,840.0,1770305095.0,1759675232,cpc,S,1766055220.0,Не удалось узнать,LEAD_1584
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1767945593.0,1765504258,cpc,S,1766383636.0,Не удалось узнать,LEAD_1581
11.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО Здоров,,False,,,546538,,1768545789.0,1734427791,,S,1766475823.0,Не удалось узнать,LEAD_1589
21.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.770105955,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1770729112.0,1765522889,,S,,Не удалось узнать,LEAD_1592
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1767943233.0,1765505442,,S,1766136923.0,Смартфон,LEAD_1582
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766644783.0,1765521288,cpc,S,1765870176.0,Кнопочный,LEAD_1590
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1767523544.0,1765524378,,S,1765958125.0,Не удалось узнать,LEAD_1594
30.0,8.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,832.0,1765979488.0,1765525597,,S,1765893733.0,Смартфон,LEAD_1595
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766557697.0,1765504119,cpc,S,1765793540.0,Не удалось узнать,LEAD_1580
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1767523545.0,1759808480,cpc,S,1765966462.0,Не удалось узнать,LEAD_0133
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1768545733.0,1765517830,,S,1766733580.0,Не удалось узнать,LEAD_1586
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766644777.0,1763475280,,S,1765870897.0,Смартфон,LEAD_1596
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,115446.0,700242,,1766557690.0,1765474066,,D,1765804711.0,Смартфон,LEAD_1576
30.0,10.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,1456.0,1768399841.0,1765528420,,S,1767091974.0,Не удалось узнать,LEAD_1597
35.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1767523543.0,1754981997,,S,1765987343.0,Смартфон,LEAD_1299
30.0,9.0,1,оплата онлайн,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766570175.0,1733972967,,S,1766569820.0,Смартфон,LEAD_0022
30.0,14.0,0,наложенный платеж,1970-01-01 00:00:01.770297713,1,Почта,ООО ТехПродЗдрав,,False,,,0,2122.0,1770729085.0,1765528467,,I,,Не удалось узнать,LEAD_1598
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766557695.0,1759910219,,S,1765803925.0,Смартфон,LEAD_1481
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1768395530.0,1765531930,cpc,S,1766552831.0,Не удалось узнать,LEAD_1599
33.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766557687.0,1765534501,,S,1765788507.0,Смартфон,LEAD_1601
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768565075,1,СДЭК до Двери,ООО ТехПродЗдрав,,False,,,546538,,1770729112.0,1765533836,,S,,Не удалось узнать,LEAD_1600
30.0,40.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,690.0,1768399894.0,1765534774,,S,1767409285.0,Смартфон,LEAD_1602
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768984651,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1770729112.0,1765536779,,S,,Смартфон,LEAD_1605
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1766557686.0,1762407562,cpc,S,1765784126.0,Смартфон,LEAD_1578
30.0,13.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,764.0,1766582732.0,1754542469,,S,1766475398.0,Не удалось узнать,LEAD_1606
30.0,22.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,4160.0,1768399877.0,1765544762,,Нет категории,1767110511.0,Смартфон,LEAD_1609
30.0,12.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,700242,1346.0,1766672683.0,1765543901,cpc,S,1766574584.0,Смартфон,LEAD_1608
31.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,0,,1768545730.0,1765541855,cpc,I,1766905192.0,Смартфон,LEAD_1607
15.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1767524451.0,1727522233,,S,1766049625.0,Смартфон,LEAD_0013
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1765691631.0,1750127216,cpc,S,,Смартфон,LEAD_1587
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,352240.0,546538,,1767943215.0,1765388286,,S,1766133339.0,Не удалось узнать,LEAD_1542
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,700242,,1768395073.0,1759246698,cpc,S,1766472584.0,Смартфон,LEAD_1610
35.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1767945581.0,1765522565,,S,1766388998.0,Не удалось узнать,LEAD_1591
29.0,9.0,1,оплата онлайн,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1766135244.0,1765558780,,S,1766134918.0,Смартфон,LEAD_1611
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,394075.0,700242,,1768545728.0,1717270990,,S,1766743719.0,Смартфон,LEAD_1574
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1768395527.0,1765601347,cpc,S,1766563279.0,Не удалось узнать,LEAD_1614
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768565058,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1770729112.0,1765598506,cpc,S,,Не удалось узнать,LEAD_1612
30.0,10.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,546538,782.0,1767017222.0,1741852920,,S,1767017222.0,Не удалось узнать,LEAD_1618
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1767943193.0,1765603259,cpc,S,1766146862.0,Не удалось узнать,LEAD_1617
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.770301460,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1770729112.0,1754657114,cpc,S,,Смартфон,LEAD_1615
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.770105834,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1770729112.0,1763548344,cpc,S,,Не удалось узнать,LEAD_1616
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768461053,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1770729113.0,1765604238,cpc,S,,Не удалось узнать,LEAD_1619
30.0,12.0,0,наложенный платеж,,0,Почта,ООО ТехПродЗдрав,,False,,,0,1734.0,,1765601259,cpc,D,,Смартфон,LEAD_1613
30.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1768545731.0,1765604480,cpc,S,1766819028.0,Не удалось узнать,LEAD_1620
21.0,9.0,1,наложенный платеж,,0,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1767523534.0,1765610519,cpc,S,1765974320.0,Смартфон,LEAD_1622
30.0,7.0,0,наложенный платеж,1970-01-01 00:00:01.770118961,1,Почта,ООО ТехПродЗдрав,,False,,,546538,692.0,1770729089.0,1765613164,cpc,S,,Не удалось узнать,LEAD_1624
36.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768565092,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1770729113.0,1765618409,,S,,Не удалось узнать,LEAD_1628
30.0,9.0,1,наложенный платеж,1970-01-01 00:00:01.768565001,1,СДЭК до ПВЗ,ООО ТехПродЗдрав,,False,,,546538,,1770729113.0,1765618166,cpc,S,,Не удалось узнать,LEAD_1626
