row_id,contact_loyalty,lead_items_count,lead_total_quantity,lead_total_cost_from_composition,lead_has_health_supplement,lead_has_pillow,lead_has_mattress,lead_has_brace,lead_has_footwear,lead_has_accessory,lead_has_health_product,lead_categories_count,lead_has_linear_width,lead_linear_width,lead_discount_category,lead_discount,sale_hour,sale_dayofweek,sale_month,sale_ts,lead_source,timedelta_between_sale_and_creation,lead_created_ts,lead_created_dayofweek,lead_created_hour,lead_created_month,lead_has_shipping_cost,lead_shipping_cost,lead_has_length,lead_length,lead_price,lead_pipeline_id
3483,new,2,2,7330,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,10,2,5,2025-05-07 10:27:15,unknown,59157,2025-05-06 18:01:18,1,18,5,0,-1.0,0,-1.0,7330,6892026
3484,regular,2,2,3505,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,10,2,5,2025-05-07 10:28:21,unknown,2829,2025-05-07 09:41:12,2,9,5,0,-1.0,0,-1.0,3505,6892026
3485,unknown,2,2,2900,0,0,0,1,0,0,0,1,1,3.0,unknown,-1.0,10,2,5,2025-05-07 10:33:12,unknown,612,2025-05-07 10:23:00,2,10,5,1,567.97,0,-1.0,2900,6892026
3486,new,2,2,3320,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,10,2,5,2025-05-07 10:50:14,unknown,927,2025-05-07 10:34:47,2,10,5,0,-1.0,0,-1.0,3320,6892026
3487,unknown,2,2,3470,0,0,0,0,0,1,0,1,1,2.0,unknown,-1.0,10,2,5,2025-05-07 10:58:14,unknown,50537,2025-05-06 20:55:57,1,20,5,1,554.16,0,-1.0,3470,6892026
3488,new,3,4,6635,0,0,0,1,0,1,0,2,0,-1.0,unknown,-1.0,11,2,5,2025-05-07 11:36:12,unknown,1196,2025-05-07 11:16:16,2,11,5,0,-1.0,0,-1.0,12930,6892026
3489,unknown,2,2,7780,0,0,0,1,0,0,0,1,1,5.0,unknown,-1.0,12,2,5,2025-05-07 12:09:19,unknown,766,2025-05-07 11:56:33,2,11,5,1,867.1,0,-1.0,7780,6892026
3490,regular,4,4,13935,0,0,0,1,1,0,0,2,0,-1.0,large,25.0,12,2,5,2025-05-07 12:15:14,unknown,177218,2025-05-05 11:01:36,0,11,5,0,-1.0,0,-1.0,13935,6892026
3491,new,3,4,9610,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,12,2,5,2025-05-07 12:20:29,unknown,28927,2025-05-07 04:18:22,2,4,5,0,-1.0,0,-1.0,18580,6892026
3492,unknown,2,2,7340,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,12,2,5,2025-05-07 12:39:10,unknown,1109,2025-05-07 12:20:41,2,12,5,0,-1.0,0,-1.0,7340,6892026
3493,regular,4,4,9226,0,1,0,0,0,1,0,2,0,-1.0,large,25.0,13,2,5,2025-05-07 13:07:15,unknown,780784,2025-04-28 12:14:11,0,12,4,0,-1.0,0,-1.0,11431,6892026
3494,unknown,2,2,10030,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,2,5,2025-05-07 13:54:09,unknown,1289,2025-05-07 13:32:40,2,13,5,0,-1.0,0,-1.0,10030,6892026
3495,new,4,4,8305,0,0,0,1,0,0,0,1,0,-1.0,large,25.0,14,2,5,2025-05-07 14:26:14,unknown,985,2025-05-07 14:09:49,2,14,5,0,-1.0,0,-1.0,8305,6892026
3496,regular,3,3,3900,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,14,2,5,2025-05-07 14:29:10,npotpz.ru,499418,2025-05-01 19:45:32,3,19,5,0,-1.0,0,-1.0,3900,6892026
3497,new,3,3,7750,0,0,0,1,0,1,0,2,0,-1.0,large,25.0,14,2,5,2025-05-07 14:39:09,unknown,7902,2025-05-07 12:27:27,2,12,5,0,-1.0,0,-1.0,7750,6892026
3498,regular,5,6,11142,0,1,0,1,1,0,0,3,0,-1.0,large,25.0,14,2,5,2025-05-07 14:48:09,unknown,1033,2025-05-07 14:30:56,2,14,5,0,-1.0,0,-1.0,16385,6892026
3499,regular,5,6,10180,0,1,0,1,1,1,0,4,0,-1.0,large,25.0,15,2,5,2025-05-07 15:28:08,unknown,1536,2025-05-07 15:02:32,2,15,5,0,-1.0,0,-1.0,11080,6892026
3500,new,10,9,41844,0,1,0,1,1,1,0,4,0,-1.0,large,25.0,15,2,5,2025-05-07 15:37:07,unknown,438497,2025-05-02 13:48:50,4,13,5,0,-1.0,0,-1.0,41844,6892026
3501,new,8,7,27660,0,1,0,1,1,1,0,4,0,-1.0,large,25.0,16,2,5,2025-05-07 16:08:08,unknown,28352,2025-05-07 08:15:36,2,8,5,0,-1.0,0,-1.0,27660,6892026
3502,unknown,2,2,3276,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,16,2,5,2025-05-07 16:44:05,unknown,529724,2025-05-01 13:35:21,3,13,5,0,-1.0,0,-1.0,3276,6892026
3503,new,2,2,7750,0,0,0,1,0,0,0,1,1,4.0,unknown,-1.0,16,2,5,2025-05-07 16:46:04,unknown,807,2025-05-07 16:32:37,2,16,5,1,787.28,0,-1.0,7750,6892026
3504,unknown,2,2,1630,0,1,0,0,0,0,0,1,1,2.0,unknown,-1.0,5,3,5,2025-05-08 05:19:04,unknown,41743,2025-05-07 17:43:21,2,17,5,1,446.31,0,-1.0,1630,6892026
3505,regular,2,3,5542,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,5,3,5,2025-05-08 05:20:05,unknown,605,2025-05-08 05:10:00,3,5,5,0,-1.0,0,-1.0,10785,6892026
3506,new,2,2,3320,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,5,3,5,2025-05-08 05:44:06,unknown,955,2025-05-08 05:28:11,3,5,5,0,-1.0,0,-1.0,3320,6892026
3507,new,2,2,5920,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,6,3,5,2025-05-08 06:02:16,unknown,1002,2025-05-08 05:45:34,3,5,5,0,-1.0,0,-1.0,5920,6892026
3508,unknown,2,2,2019,0,0,0,0,1,0,0,1,1,2.0,unknown,-1.0,6,3,5,2025-05-08 06:13:08,unknown,1153,2025-05-08 05:53:55,3,5,5,1,541.13,0,-1.0,2019,6892026
3509,unknown,5,5,16267,0,0,0,1,1,1,0,3,0,-1.0,large,25.0,6,3,5,2025-05-08 06:37:07,unknown,1183,2025-05-08 06:17:24,3,6,5,0,-1.0,0,-1.0,16267,6892026
3510,new,2,2,3260,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,6,3,5,2025-05-08 06:40:08,unknown,2736,2025-05-08 05:54:32,3,5,5,0,-1.0,0,-1.0,3260,6892026
3511,new,5,5,17781,0,0,0,1,1,1,0,3,0,-1.0,large,25.0,7,3,5,2025-05-08 07:27:12,unknown,2583,2025-05-08 06:44:09,3,6,5,0,-1.0,0,-1.0,17781,6892026
3512,unknown,2,2,3260,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,7,3,5,2025-05-08 07:48:10,unknown,524361,2025-05-02 06:08:49,4,6,5,0,-1.0,0,-1.0,3260,6892026
3513,regular,4,4,25090,0,1,0,1,0,1,0,3,0,-1.0,unknown,-1.0,8,3,5,2025-05-08 08:09:12,unknown,8040851,2025-02-04 06:35:01,1,6,2,0,-1.0,0,-1.0,25090,6892026
3514,new,2,2,7520,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,8,3,5,2025-05-08 08:17:12,unknown,742,2025-05-08 08:04:50,3,8,5,0,-1.0,0,-1.0,7520,6892026
3515,new,3,3,3225,0,1,0,0,0,1,0,2,0,-1.0,unknown,-1.0,8,3,5,2025-05-08 08:19:10,npotpz.ru,1604,2025-05-08 07:52:26,3,7,5,0,-1.0,1,30.0,3225,6892026
3516,unknown,2,2,5220,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,8,3,5,2025-05-08 08:44:08,unknown,1263,2025-05-08 08:23:05,3,8,5,0,-1.0,0,-1.0,5220,6892026
3517,unknown,4,4,11575,0,0,0,0,0,1,0,1,1,9.0,unknown,-1.0,8,3,5,2025-05-08 08:51:09,unknown,2654,2025-05-08 08:06:55,3,8,5,1,1001.07,0,-1.0,11575,6892026
3518,new,2,2,2839,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,8,3,5,2025-05-08 08:54:09,unknown,798,2025-05-08 08:40:51,3,8,5,0,-1.0,0,-1.0,2839,6892026
3519,regular,2,3,7185,0,0,0,1,0,0,0,1,0,-1.0,large,25.0,9,3,5,2025-05-08 09:44:09,unknown,763164,2025-04-29 13:44:45,1,13,4,0,-1.0,0,-1.0,13910,6892026
3520,unknown,3,4,8708,0,0,0,1,0,1,0,2,1,11.0,large,25.0,9,3,5,2025-05-08 09:47:10,unknown,275557,2025-05-05 05:14:33,0,5,5,1,1560.17,0,-1.0,13951,6892026
3521,regular,2,2,9440,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,9,3,5,2025-05-08 09:51:10,unknown,16977,2025-05-08 05:08:13,3,5,5,0,-1.0,0,-1.0,9440,6892026
3522,new,2,2,7570,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,9,3,5,2025-05-08 09:55:15,unknown,971,2025-05-08 09:39:04,3,9,5,0,-1.0,0,-1.0,7570,6892026
3523,unknown,2,2,7790,0,0,0,1,0,0,0,1,1,4.0,unknown,-1.0,9,3,5,2025-05-08 09:58:11,unknown,3388,2025-05-08 09:01:43,3,9,5,1,997.9,0,-1.0,7790,6892026
3524,new,2,2,7340,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,10,3,5,2025-05-08 10:01:32,unknown,1639,2025-05-08 09:34:13,3,9,5,0,-1.0,0,-1.0,7340,6892026
3525,new,2,2,7400,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,10,3,5,2025-05-08 10:05:09,unknown,974,2025-05-08 09:48:55,3,9,5,0,-1.0,0,-1.0,7400,6892026
3526,regular,2,2,3470,0,0,0,0,0,1,0,1,1,2.0,unknown,-1.0,10,3,5,2025-05-08 10:14:17,unknown,1298,2025-05-08 09:52:39,3,9,5,1,725.16,0,-1.0,3470,6892026
3527,new,2,2,7450,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,10,3,5,2025-05-08 10:37:09,npotpz.ru,71812,2025-05-07 14:40:17,2,14,5,0,-1.0,0,-1.0,7450,6892026
3528,regular,2,2,2859,0,0,0,0,0,1,0,1,0,-1.0,medium,15.0,10,3,5,2025-05-08 10:55:08,unknown,1980559,2025-04-15 12:45:49,1,12,4,0,-1.0,0,-1.0,2859,6892026
3529,unknown,2,2,7520,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,12,3,5,2025-05-08 12:03:24,unknown,559,2025-05-08 11:54:05,3,11,5,0,-1.0,0,-1.0,7520,6892026
3530,unknown,2,2,4790,0,0,0,1,0,0,0,1,1,3.0,unknown,-1.0,14,3,5,2025-05-08 14:42:08,unknown,1380,2025-05-08 14:19:08,3,14,5,1,587.86,0,-1.0,4790,6892026
3531,new,2,2,2685,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,14,3,5,2025-05-08 14:43:07,npotpz.ru,12505,2025-05-08 11:14:42,3,11,5,0,-1.0,0,-1.0,2685,6892026
3532,new,4,4,26763,0,0,1,1,0,1,0,3,1,21.0,unknown,-1.0,15,3,5,2025-05-08 15:02:22,unknown,1107,2025-05-08 14:43:55,3,14,5,1,1717.17,0,-1.0,26763,6892026
3533,unknown,2,2,2170,0,0,0,0,1,0,0,1,1,2.0,unknown,-1.0,15,3,5,2025-05-08 15:37:07,unknown,977,2025-05-08 15:20:50,3,15,5,1,538.27,0,-1.0,2170,6892026
3534,regular,3,3,10137,0,0,0,1,1,0,0,2,0,-1.0,large,25.0,15,3,5,2025-05-08 15:42:05,unknown,586,2025-05-08 15:32:19,3,15,5,0,-1.0,0,-1.0,10137,6892026
3535,unknown,3,3,10430,0,0,0,1,0,1,0,2,1,6.0,unknown,-1.0,15,3,5,2025-05-08 15:45:06,unknown,1280,2025-05-08 15:23:46,3,15,5,1,848.26,0,-1.0,10430,6892026
3536,new,2,2,1950,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,16,3,5,2025-05-08 16:21:05,unknown,2232,2025-05-08 15:43:53,3,15,5,0,-1.0,0,-1.0,1950,6892026
3537,new,2,3,7145,0,0,0,1,0,0,0,1,0,-1.0,large,25.0,16,3,5,2025-05-08 16:36:05,unknown,42922,2025-05-08 04:40:43,3,4,5,0,-1.0,0,-1.0,13875,6892026
3538,new,2,2,7340,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,16,3,5,2025-05-08 16:46:05,unknown,1409,2025-05-08 16:22:36,3,16,5,0,-1.0,0,-1.0,7340,6892026
3539,unknown,2,2,7345,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,5,4,5,2025-05-09 05:16:05,unknown,16117,2025-05-09 00:47:28,4,0,5,0,-1.0,0,-1.0,7345,6892026
3540,new,2,2,3275,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,5,4,5,2025-05-09 05:57:05,unknown,870,2025-05-09 05:42:35,4,5,5,0,-1.0,0,-1.0,3275,6892026
3541,unknown,3,3,10886,0,0,0,1,0,0,0,1,0,-1.0,large,25.0,6,4,5,2025-05-09 06:58:06,unknown,7919,2025-05-09 04:46:07,4,4,5,0,-1.0,0,-1.0,10886,6892026
3542,new,2,2,7360,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,7,4,5,2025-05-09 07:34:09,unknown,2750,2025-05-09 06:48:19,4,6,5,0,-1.0,0,-1.0,7360,6892026
3543,new,3,4,6595,0,0,0,1,0,1,0,2,0,-1.0,unknown,-1.0,8,4,5,2025-05-09 08:04:10,npotpz.ru,1732958,2025-04-19 06:41:32,5,6,4,0,-1.0,0,-1.0,12890,6892026
3544,unknown,2,2,4740,0,1,0,0,0,1,0,2,0,-1.0,unknown,-1.0,8,4,5,2025-05-09 08:12:08,unknown,1432701,2025-04-22 18:13:47,1,18,4,0,-1.0,0,-1.0,4740,6892026
3545,regular,4,4,11816,0,0,0,1,1,1,0,3,0,-1.0,large,25.0,8,4,5,2025-05-09 08:14:09,unknown,3129,2025-05-09 07:22:00,4,7,5,0,-1.0,0,-1.0,11816,6892026
3546,regular,4,4,10000,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,8,4,5,2025-05-09 08:16:12,unknown,4402098,2025-03-19 09:27:54,2,9,3,0,-1.0,0,-1.0,10000,6892026
3547,regular,3,3,7345,0,1,0,1,0,1,0,3,0,-1.0,unknown,-1.0,9,4,5,2025-05-09 09:14:09,npotpz.ru,1675,2025-05-09 08:46:14,4,8,5,0,-1.0,1,40.0,7345,6892026
3548,new,4,4,5930,0,1,0,0,0,1,0,2,0,-1.0,unknown,-1.0,9,4,5,2025-05-09 09:16:13,npotpz.ru,2298,2025-05-09 08:37:55,4,8,5,0,-1.0,1,30.0,5930,6892026
3549,unknown,2,2,3285,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,9,4,5,2025-05-09 09:24:10,unknown,1319,2025-05-09 09:02:11,4,9,5,0,-1.0,0,-1.0,3285,6892026
3550,new,2,2,7553,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,9,4,5,2025-05-09 09:50:08,unknown,1200,2025-05-09 09:30:08,4,9,5,0,-1.0,0,-1.0,7553,6892026
3551,unknown,3,4,6920,0,0,0,1,0,1,0,2,1,9.0,unknown,-1.0,10,4,5,2025-05-09 10:12:12,npotpz.ru,1254,2025-05-09 09:51:18,4,9,5,1,1405.57,0,-1.0,13215,6892026
3552,new,2,2,9270,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,10,4,5,2025-05-09 10:41:11,unknown,1192,2025-05-09 10:21:19,4,10,5,0,-1.0,0,-1.0,9270,6892026
3553,new,6,10,46131,0,1,1,1,0,1,0,4,0,-1.0,unknown,-1.0,10,4,5,2025-05-09 10:45:09,unknown,2881,2025-05-09 09:57:08,4,9,5,0,-1.0,0,-1.0,85124,6892026
3554,new,2,2,7535,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,10,4,5,2025-05-09 10:47:08,unknown,1385,2025-05-09 10:24:03,4,10,5,0,-1.0,0,-1.0,7535,6892026
3555,unknown,2,351,3991,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,11,4,5,2025-05-09 11:15:08,unknown,702,2025-05-09 11:03:26,4,11,5,0,-1.0,0,-1.0,4340,6892026
3556,new,3,4,7025,0,0,0,1,0,1,0,2,0,-1.0,unknown,-1.0,12,4,5,2025-05-09 12:10:09,unknown,39120,2025-05-09 01:18:09,4,1,5,0,-1.0,0,-1.0,13320,6892026
3557,regular,2,2,5490,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,4,5,2025-05-09 13:01:32,unknown,737,2025-05-09 12:49:15,4,12,5,0,-1.0,0,-1.0,5490,6892026
3558,regular,2,2,3540,0,0,0,0,0,1,0,1,1,2.0,unknown,-1.0,13,4,5,2025-05-09 13:04:08,unknown,2399,2025-05-09 12:24:09,4,12,5,1,713.01,0,-1.0,3540,6892026
3559,new,4,3,15399,0,1,0,1,0,0,0,2,0,-1.0,unknown,-1.0,13,4,5,2025-05-09 13:30:10,unknown,1295,2025-05-09 13:08:35,4,13,5,0,-1.0,0,-1.0,15399,6892026
3560,unknown,2,2,7420,0,0,0,1,0,0,0,1,1,5.0,unknown,-1.0,13,4,5,2025-05-09 13:33:07,npotpz.ru,1314,2025-05-09 13:11:13,4,13,5,1,764.35,0,-1.0,7420,6892026
3561,new,2,2,3300,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,13,4,5,2025-05-09 13:40:07,unknown,804,2025-05-09 13:26:43,4,13,5,0,-1.0,0,-1.0,3300,6892026
3562,regular,2,2,9510,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,4,5,2025-05-09 13:52:06,unknown,2484,2025-05-09 13:10:42,4,13,5,0,-1.0,0,-1.0,9510,6892026
3563,regular,2,2,3320,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,14,4,5,2025-05-09 14:02:16,unknown,645,2025-05-09 13:51:31,4,13,5,0,-1.0,0,-1.0,3320,6892026
3564,unknown,3,3,10050,0,1,0,0,1,1,0,3,0,-1.0,unknown,-1.0,15,4,5,2025-05-09 15:05:05,unknown,991,2025-05-09 14:48:34,4,14,5,0,-1.0,0,-1.0,10050,6892026
3565,new,2,2,6322,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,16,4,5,2025-05-09 16:02:07,unknown,73383,2025-05-08 19:39:04,3,19,5,0,-1.0,0,-1.0,6322,6892026
3566,new,4,6,8080,0,0,0,1,1,1,0,3,0,-1.0,unknown,-1.0,16,4,5,2025-05-09 16:09:06,unknown,1638,2025-05-09 15:41:48,4,15,5,0,-1.0,0,-1.0,15860,6892026
3567,new,3,4,6655,0,0,0,1,0,1,0,2,0,-1.0,unknown,-1.0,5,5,5,2025-05-10 05:19:02,unknown,42180,2025-05-09 17:36:02,4,17,5,0,-1.0,0,-1.0,12950,6892026
3568,new,2,2,3650,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,5,5,5,2025-05-10 05:29:04,unknown,7696,2025-05-10 03:20:48,5,3,5,0,-1.0,0,-1.0,3650,6892026
3569,unknown,2,2,4880,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,5,5,5,2025-05-10 05:30:09,unknown,44362,2025-05-09 17:10:47,4,17,5,0,-1.0,0,-1.0,4880,6892026
3570,new,2,2,7345,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,5,5,5,2025-05-10 05:32:04,unknown,1085,2025-05-10 05:13:59,5,5,5,0,-1.0,0,-1.0,7345,6892026
3571,new,2,2,3285,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,5,5,5,2025-05-10 05:40:05,unknown,891,2025-05-10 05:25:14,5,5,5,0,-1.0,0,-1.0,3285,6892026
3572,unknown,2,2,3230,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,5,5,5,2025-05-10 05:53:05,unknown,2156,2025-05-10 05:17:09,5,5,5,0,-1.0,0,-1.0,3230,6892026
3573,regular,2,2,3240,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,6,5,5,2025-05-10 06:05:06,unknown,862,2025-05-10 05:50:44,5,5,5,0,-1.0,0,-1.0,3240,6892026
3574,new,2,2,7290,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,6,5,5,2025-05-10 06:13:07,unknown,1410,2025-05-10 05:49:37,5,5,5,0,-1.0,0,-1.0,7290,6892026
3575,new,2,2,3585,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,6,5,5,2025-05-10 06:14:07,unknown,99187,2025-05-09 02:41:00,4,2,5,0,-1.0,0,-1.0,3585,6892026
3576,regular,2,2,3300,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,6,5,5,2025-05-10 06:26:08,unknown,871,2025-05-10 06:11:37,5,6,5,0,-1.0,0,-1.0,3300,6892026
3577,new,2,2,7540,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,6,5,5,2025-05-10 06:28:07,unknown,824,2025-05-10 06:14:23,5,6,5,0,-1.0,0,-1.0,7540,6892026
3578,new,2,2,7290,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,6,5,5,2025-05-10 06:29:06,unknown,1936,2025-05-10 05:56:50,5,5,5,0,-1.0,0,-1.0,7290,6892026
3579,new,2,2,4550,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,6,5,5,2025-05-10 06:42:06,unknown,2238,2025-05-10 06:04:48,5,6,5,0,-1.0,0,-1.0,4550,6892026
3580,new,2,2,7470,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,6,5,5,2025-05-10 06:53:07,unknown,12004,2025-05-10 03:33:03,5,3,5,0,-1.0,0,-1.0,7470,6892026
3581,loyal,3,3,10700,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,6,5,5,2025-05-10 06:57:08,unknown,3423696,2025-03-31 15:55:32,0,15,3,0,-1.0,0,-1.0,10700,6892026
3582,new,3,3,6310,0,0,0,0,1,1,0,2,1,8.0,unknown,-1.0,8,5,5,2025-05-10 08:05:10,unknown,637,2025-05-10 07:54:33,5,7,5,1,1005.49,0,-1.0,6310,6892026
3583,new,2,2,3265,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,8,5,5,2025-05-10 08:10:08,unknown,1112,2025-05-10 07:51:36,5,7,5,0,-1.0,0,-1.0,3265,6892026
3584,new,4,4,12035,0,1,0,1,0,1,0,3,0,-1.0,unknown,-1.0,8,5,5,2025-05-10 08:24:09,unknown,996,2025-05-10 08:07:33,5,8,5,0,-1.0,0,-1.0,12035,6892026
3585,new,2,2,7300,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,8,5,5,2025-05-10 08:32:08,unknown,72062,2025-05-09 12:31:06,4,12,5,0,-1.0,0,-1.0,7300,6892026
3586,new,2,2,3250,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,8,5,5,2025-05-10 08:41:08,npotpz.ru,49156,2025-05-09 19:01:52,4,19,5,0,-1.0,0,-1.0,3250,6892026
3587,new,4,4,11675,0,0,0,1,0,1,0,2,0,-1.0,unknown,-1.0,8,5,5,2025-05-10 08:43:07,npotpz.ru,7671,2025-05-10 06:35:16,5,6,5,0,-1.0,0,-1.0,11675,6892026
3588,new,2,2,7300,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,9,5,5,2025-05-10 09:36:09,unknown,1166,2025-05-10 09:16:43,5,9,5,0,-1.0,1,40.0,7300,6892026
3589,vip,2,2,38165,0,0,0,0,0,1,0,1,0,-1.0,large,25.0,9,5,5,2025-05-10 09:41:11,unknown,17524999,2024-10-19 13:37:52,5,13,10,0,-1.0,0,-1.0,38165,6892026
3590,regular,2,2,57550,0,0,1,0,0,0,0,1,0,-1.0,unknown,-1.0,9,5,5,2025-05-10 09:59:06,unknown,2528,2025-05-10 09:16:58,5,9,5,0,-1.0,0,-1.0,57550,6892026
3591,regular,2,2,4360,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,10,5,5,2025-05-10 10:09:13,unknown,523,2025-05-10 10:00:30,5,10,5,0,-1.0,0,-1.0,4360,6892026
3592,new,2,2,7290,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,10,5,5,2025-05-10 10:11:10,unknown,1460,2025-05-10 09:46:50,5,9,5,0,-1.0,0,-1.0,7290,6892026
3593,unknown,3,4,6795,0,0,0,1,0,1,0,2,0,-1.0,unknown,-1.0,11,5,5,2025-05-10 11:25:08,unknown,982,2025-05-10 11:08:46,5,11,5,1,991.5,0,-1.0,13090,6892026
3594,new,3,3,18615,0,1,0,1,0,0,0,2,0,-1.0,unknown,-1.0,11,5,5,2025-05-10 11:32:08,npotpz.ru,1714,2025-05-10 11:03:34,5,11,5,0,-1.0,0,-1.0,18615,6892026
3595,new,4,3,10251,0,1,0,1,0,0,0,2,0,-1.0,unknown,-1.0,11,5,5,2025-05-10 11:46:08,npotpz.ru,2085,2025-05-10 11:11:23,5,11,5,0,-1.0,0,-1.0,10251,6892026
3596,unknown,2,2,7440,0,0,0,1,0,0,0,1,1,4.0,unknown,-1.0,12,5,5,2025-05-10 12:39:08,unknown,794,2025-05-10 12:25:54,5,12,5,1,754.66,0,-1.0,7440,6892026
3597,new,6,5,22250,0,1,0,1,0,1,0,3,0,-1.0,medium,15.0,12,5,5,2025-05-10 12:52:06,npotpz.ru,169602,2025-05-08 13:45:24,3,13,5,0,-1.0,0,-1.0,22250,6892026
3598,new,2,3,6655,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,5,5,2025-05-10 13:23:13,npotpz.ru,2516,2025-05-10 12:41:17,5,12,5,0,-1.0,0,-1.0,12950,6892026
3599,unknown,2,2,3099,0,0,0,0,0,1,0,1,1,2.0,unknown,-1.0,13,5,5,2025-05-10 13:30:11,unknown,662,2025-05-10 13:19:09,5,13,5,1,558.11,0,-1.0,3100,6892026
3600,new,2,2,3460,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,14,5,5,2025-05-10 14:38:07,npotpz.ru,984,2025-05-10 14:21:43,5,14,5,0,-1.0,0,-1.0,3460,6892026
3601,new,2,3,950,0,0,0,0,0,0,1,1,0,-1.0,unknown,-1.0,14,5,5,2025-05-10 14:48:16,unknown,4419,2025-05-10 13:34:37,5,13,5,0,-1.0,1,14.0,1600,6892026
3602,new,2,3,5767,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,15,5,5,2025-05-10 15:20:06,unknown,1346,2025-05-10 14:57:40,5,14,5,0,-1.0,0,-1.0,10489,6892026
3603,regular,3,5,4080,0,0,0,1,0,1,0,2,0,-1.0,unknown,-1.0,15,5,5,2025-05-10 15:31:06,npotpz.ru,1111,2025-05-10 15:12:35,5,15,5,0,-1.0,0,-1.0,11640,6892026
3604,new,2,2,6060,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,17,5,5,2025-05-10 17:02:08,npotpz.ru,1445,2025-05-10 16:38:03,5,16,5,0,-1.0,0,-1.0,6060,6892026
3605,unknown,2,2,7390,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,5,6,5,2025-05-11 05:41:05,unknown,954,2025-05-11 05:25:11,6,5,5,0,-1.0,0,-1.0,7390,6892026
3606,new,2,2,7660,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,5,6,5,2025-05-11 05:42:05,unknown,1485,2025-05-11 05:17:20,6,5,5,0,-1.0,0,-1.0,7660,6892026
